User description of input file for big lakes,,,,,Note: The minimum heat loading and input wind coefficient values should be on Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Input wind function coefficients,,,,"Note: The input data (Plant ID, Elevation, etc.) should  begin on Row 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,1703,1000000,2154681,1982002,1995092,890283,751739,1489049,1946336,1985870,1863298,1684493,1830901,1718338,-7.81,-12.69,1.45,6.8,11.86,18.71,21.33,20.48,17.07,9.01,0.62,-4.89,-8.5,-12.97,-1.22,3.15,7.92,14.76,17.47,15.65,12.54,5.83,-1.28,-6.04,3,2.8,4.9,8.9,14.4,19,20.6,21.1,18,14.3,10.2,7.9,10.9,10.4,11,11.6,10.7,7.9,9,7.7,9,11,10,9.3
2824,1685,1000000,602263,565292,546594,218620,419281,447824,565755,571262,475037,331611,345556,359608,-7.81,-12.7,1.44,6.8,11.86,18.7,21.32,20.48,17.06,9.01,0.62,-4.88,-8.5,-12.98,-1.22,3.15,7.92,14.76,17.47,15.64,12.54,5.83,-1.28,-6.04,3.1,2.8,4.9,9.3,14.4,19,20.8,21.2,18.4,14.3,10.2,7.8,10.9,10.4,11,11.7,10.7,7.9,9,7.7,9,11,10.1,9.3
2828,671,1000000,4066949,3530245,2345304,908522,867797,2380464,3852165,3460931,3519269,1911113,1250218,2119818,-3.52,-7.08,2.74,11.75,19.73,20.89,22.48,21.63,20.43,12.4,9.6,7.93,-4.8,-8.43,0.28,7.37,14.79,17.83,18.85,17.35,16.4,9.04,6.11,6.04,0.9,0.7,3.5,10.7,18.4,18.6,20.3,21.6,20.1,13.1,8.9,7.2,8.1,8.3,7.6,8.3,6.2,6.5,5,4.8,5.2,6.8,7.2,6.9
2832,491,1000000,568849,422051,326754,401127,358124,0,0,0,0,0,0,0,-1.24,-5.35,5.22,12.85,19.41,22.52,23.73,22.11,20.94,13.64,9.23,7.73,-3.15,-6.66,2.76,9.53,15.84,19.35,20.64,18.75,17.15,10.64,6.66,6.13,3,2.5,6.9,15,20.6,26.2,25,27.5,23.9,22.4,20,11.2,7.8,8.7,7.7,8,6.2,6.3,4.8,4.3,4.6,7.1,6.5,7.5
2850,518,1000000,3583733,3677395,3181777,3193319,2418746,3099018,3979096,4136502,2815940,4049991,2541150,4145600,-1.76,-5.83,4.7,12.48,19.28,22.26,23.32,21.7,20.59,13.35,9.09,7.55,-3.56,-7.11,2.33,9.2,15.59,19.05,20.28,18.45,16.96,10.48,6.61,5.99,2.9,2.1,6,12.4,19,24.1,23.3,26.7,24.1,18.7,12.8,9.3,8.5,9.2,8.1,8.6,7,7,5.3,4.6,4.9,7.6,7.2,8.2
2866,683,1000000,5154895,4869089,4421664,2201132,4190098,5273783,6259359,5587744,5467327,3274276,4917234,2918551,-3.84,-7.29,2.48,11.71,19.31,21.07,22.7,21.73,20.6,12.24,9.61,7.67,-4.91,-8.57,0.06,7.38,14.58,17.7,18.74,17.23,16.28,8.87,6.01,5.88,0.9,0.6,3,10.5,18.7,21.1,22.6,26.3,25.4,17.2,10.4,7.2,8.1,8.3,7.7,8.3,6.2,6.5,5.1,4.8,5.2,6.9,7.2,6.8
2872,647,1000000,1810331,2187136,1690717,1463612,611094,0,0,0,0,0,0,0,-3.3,-7.38,2.97,11.58,18.84,21.6,22.39,21.29,20.31,12.65,8.9,7.06,-4.48,-8.37,1.1,8.38,15.25,18.7,19.33,17.89,16.41,9.5,5.96,5.49,1.4,1.2,4.2,10.9,18.2,21.4,22.7,23.8,21.8,14.8,10.4,8,7,7.2,6.6,7,5,5.5,3.8,3.6,3.7,5.9,6.1,6.4
2876,575,1000000,2591864,2393996,1968971,2014829,1021725,1599353,2045555,2610058,2177770,1718198,373333,621013,-1.95,-5.81,4.71,12.33,19.22,22.2,22.77,21.51,20.36,12.87,9.55,7.89,-3.38,-7.1,2.33,9.01,15.54,19.09,19.99,18.26,16.76,10,6.56,6.37,2,1.5,4.8,11.2,18.5,23.8,23.9,26.9,24.1,18.2,12.1,8.2,6.1,6.6,6.3,6.3,4.1,5.1,3.8,3,3.2,4.9,5.3,5.3
2914,876,1000000,64193,60551,32442,0,11368,54961,48135,51140,49515,51274,50831,50746,-4.33,-9.57,1.15,10.42,18.47,21.03,22.07,21.4,20.22,11.9,8.57,6.34,-6,-10.19,-0.74,7.18,14.38,17.86,18.41,17.23,16.37,8.97,5.53,4.84,0.8,0.5,3,10.7,18,20.4,20.7,22,20.1,13.2,8.7,6.6,7,7,6.4,7.4,5.3,5.4,3.5,3.7,4,6.1,6.1,6.5
3131,1058,1000000,1548969,1076677,747355,667820,1618441,48893,0,0,0,0,0,0,-5.85,-9.08,-0.32,9.14,17.22,19.34,20.97,20.06,18.75,10.21,7.17,4.96,-6.9,-9.94,-2.31,5.62,13.25,16.69,17.65,16.43,15.22,7.4,4.48,3.63,0.5,0.7,3,12.4,21.2,24.3,20.3,22.2,20.3,12.7,8.1,6.1,8.2,7.5,7.4,7.8,5.6,6,4.8,4.7,4.6,6.6,6.7,5.7
3138,780,1000000,254502,494634,178122,39434,93674,246926,250289,202893,133080,95402,0,21967,-4.81,-8.59,1.54,10.98,18.47,20.49,22.25,21.29,20.2,11.71,9.18,6.83,-5.62,-9.53,-0.7,7.06,14.19,17.34,18.36,17.06,16.11,8.67,5.71,5.34,0.8,0.5,2.5,10.9,19.3,21.1,22.8,23.4,21.8,14.5,9.8,7,9.2,9.1,8.7,9.2,7.1,7.3,6,5.7,6.1,7.9,8.6,7.9
3140,286,1000000,4195496,4284950,3397934,338985,1616425,2110437,2449035,3649705,3000013,438659,1505590,383163,-2.95,-6.17,2.08,11.48,19.98,22.29,24.02,23.48,21.17,12.36,9.61,7.55,-4.35,-7.45,-0.34,7.52,15.57,18.81,20.24,18.93,17.11,9.4,6.68,5.79,0.7,0.5,2.8,11.8,20.8,21.3,24.2,25.3,22.9,14,9.4,7.2,7.3,7.7,7,7.9,5.8,6,4.6,4.6,4.7,5.5,5.8,4.9
3161,8,1000000,4232,327639,14969,850,36675,34123,401919,824409,382186,20019,31873,372,-1.49,-4.52,2.94,12.18,20.15,22.32,24.64,24.04,21.98,12.86,10.11,9.63,-3.27,-6.25,0.42,7.9,15.44,18.81,20.74,19.41,17.96,9.98,7.55,7.92,2.1,0.8,3.7,10.5,19.5,24.7,26,27.3,26,17.5,12.8,8.9,10.4,10.4,9.1,10.5,8.2,8.9,6.9,7.7,7.7,9.3,7.8,7.6
3176,535,1000000,241390,231441,230080,166086,215659,125527,238388,245693,246560,156708,248315,207314,-4.34,-7.66,0.67,10.2,19.18,20.95,22.99,22.42,20.65,11.59,8.91,6.92,-5.85,-8.86,-1.8,6.23,14.35,17.39,18.82,17.94,16.43,8.27,5.95,5.28,1.2,0.5,1.7,8.5,15.2,19,20,21.9,20.3,13.1,8.8,6.5,8.7,8.1,8.6,8.5,6.6,6.3,5.2,5.1,5.1,7,7,6.6
3264,678,1000000,0,0,45769,65055,0,183819,104854,49162,30521,22229,32583,2,5.51,3.88,13.17,17.87,22.29,26.32,27.62,26.24,22.89,16.11,13.14,13.17,2.39,0.73,9.07,13.59,17.29,21.27,22.3,21.06,18.77,12.89,10.35,10.84,7.3,6.6,14.4,17.7,21.4,26.5,26.9,27.2,25.1,18.7,11.7,12.6,6.3,7,6.7,7,5.4,5.7,5.9,4.9,6.3,6.7,5.8,5.5
3264,678,1000000,0,0,57211,81319,0,229774,131068,61452,38151,27786,40729,3,5.51,3.88,13.17,17.87,22.29,26.32,27.62,26.24,22.89,16.11,13.14,13.17,2.39,0.73,9.07,13.59,17.29,21.27,22.3,21.06,18.77,12.89,10.35,10.84,7.3,6.6,14.4,17.7,21.4,26.5,26.9,27.2,25.1,18.7,11.7,12.6,6.3,7,6.7,7,5.4,5.7,5.9,4.9,6.3,6.7,5.8,5.5
3265,815,1000000,12549591,11085648,12638076,12238888,12615772,12145834,12086045,12298733,11927875,10437858,10530924,12600217,5.5,3.89,13.17,17.87,22.28,26.32,27.61,26.24,22.89,16.1,13.13,13.17,2.4,0.76,9.08,13.61,17.3,21.29,22.32,21.08,18.79,12.9,10.36,10.85,12.1,10.3,10.2,15.4,18.3,21.4,24.9,25.7,25.3,23.4,17.6,15.5,6.3,7,6.7,7,5.3,5.7,5.9,4.9,6.2,6.6,5.8,5.5
3295,147,1000000,293026,339507,285812,652293,281883,820662,810580,598274,474898,578648,500229,290128,6.81,6.06,14.66,19.14,22.54,27.15,28.71,27.1,24.11,17.88,14.87,15.35,3.97,2.98,11.14,15.75,18.15,22.27,23.36,22.68,20.69,15.08,12.58,12.95,9.4,9.4,12.5,17.3,19.6,21.5,25.2,24.7,23.7,21.5,17.7,15,6,6.8,6.4,6.4,5.3,5,5.3,4.3,5.2,5.3,5,4.7
3298,12,1000000,1864260,1717949,1138103,1394213,1787984,1743036,1872980,1808763,1847934,1362258,834554,1761163,8.89,7.18,15.3,19.89,22.89,27.93,28.52,27.36,25.22,19.34,16.89,17.19,5.38,3.87,12.08,16.32,18.88,23.14,23.95,23.35,21.69,16.4,14.15,14.46,10.6,9,13.4,19.6,23.9,28.4,29.9,29.4,27.1,21.2,18.4,15.6,7.1,8.8,8,7.8,7.2,7.1,6.5,6,6.8,7.1,6.6,6.7
3298,12,1000000,1883091,1735302,1149599,1408296,1806045,1760642,1891899,1827033,1866601,1376018,842984,1778953,8.89,7.18,15.3,19.89,22.89,27.93,28.52,27.36,25.22,19.34,16.89,17.19,5.38,3.87,12.08,16.32,18.88,23.14,23.95,23.35,21.69,16.4,14.15,14.46,10.6,9,13.4,19.6,23.9,28.4,29.9,29.4,27.1,21.2,18.4,15.6,7.1,8.8,8,7.8,7.2,7.1,6.5,6,6.8,7.1,6.6,6.7
3393,241,1000000,1309126,1840084,1127096,849186,2013443,2171766,2228886,2486165,1655838,854909,1635125,1526195,4.79,2.19,11.38,18.24,22.45,26.89,28.98,26.76,24.87,18.7,14.16,12.1,1.86,-0.58,8.68,14.35,17.88,22.5,24.41,21.85,19.67,14.04,10.83,9.86,6.2,6.1,8.9,16.1,21.2,26.1,28.2,28.4,26.6,20.5,16.8,12.3,7.9,9.8,6.9,8.7,7.6,6.8,6.5,5.8,5.6,7.3,7.1,8.4
3396,813,1000000,1842802,1179534,1110591,943964,206854,1848371,1976868,2026788,717607,878,5727,560445,3.06,0.6,11.15,16.3,21.79,25.83,26.37,24.67,22.63,16.25,12.58,11.54,0.68,-1.89,7.77,12.49,17.03,21.03,22.36,20.53,18.48,12.77,9.45,9.45,6.8,5.1,6.5,11.3,16.8,15.4,11.7,15.2,19.1,16.7,13.4,12.4,3.8,4.8,4.3,4,3,3.3,3.2,2.3,2.1,2.8,2.6,3.1
3399,433,1000000,8100857,7458892,6419450,7023795,3729125,8154474,8341293,8512314,7171419,4292087,3845775,2728064,2.03,-1.29,8.83,16.03,20.47,24.94,26.72,23.94,22.55,15.89,12.2,10.47,0.08,-3.22,6.5,12.63,16.89,21.5,23.34,20.11,18.1,12.43,9.27,8.46,6.6,5,8.8,14.7,19.9,24.1,25,25.9,24.9,17.7,14.5,12.5,7.4,9.2,7,7.7,6.2,5.7,5.2,4.2,4.3,6.3,6.6,7.5
3403,466,1000000,2722367,2080360,1480764,1016113,2042048,2094644,2725766,2479855,2151822,1639798,1072489,1230511,2.49,-0.53,9.54,16.27,21.04,25.2,26.92,24.51,22.96,16.19,12.61,11.09,0.37,-2.8,7.02,12.73,17.04,21.47,23.33,20.08,18.21,12.61,9.59,8.96,6.6,5.4,8.2,13.3,19,21.6,22.8,23.4,22.9,18.4,15.7,12.9,6.8,8.5,6.4,7.2,5.9,5.4,5,4.4,4.1,5.8,6.3,7.5
3406,391,1000000,1309884,1250195,1325531,997382,1039335,1049392,1039346,1134630,926994,963485,991731,1147009,2.59,-0.32,9.46,16.31,20.67,25.28,27.14,24.39,22.6,16.13,12.56,10.75,0.51,-2.55,7.09,12.93,17.02,21.65,23.54,20.37,18.36,12.63,9.66,8.8,7,5.4,9.7,15.2,20.3,24.5,26.2,26.1,24.6,17.2,14.2,12.4,7.5,9.2,6.7,7.5,5.9,5.7,5.3,4.2,4,6.1,6.4,7.5
3407,768,1000000,3057589,2719522,1018904,0,2756813,3065163,3526984,3431983,2700272,461084,1114151,438171,3.29,0.88,11.32,16.54,21.85,25.92,26.65,24.91,22.85,16.49,12.83,11.72,0.89,-1.7,7.99,12.74,17.17,21.21,22.62,20.61,18.61,12.97,9.7,9.61,5.6,4.6,8.3,13.8,18.3,25.1,22.7,20.8,19.8,18.7,14.4,11.3,4.5,5.7,5,4.8,3.6,3.8,3.9,3,2.5,3.4,3.2,3.7
3443,55,1000000,12037,78267,184806,86282,133165,103697,120842,134329,89794,116953,22823,82461,10.78,12.57,16.78,22.49,25.27,27.53,29.36,29.34,26.83,23.66,18.28,15.38,8.01,10.1,14.76,20.32,23.01,24.48,25.21,24.67,23.41,19.83,16.18,13.67,13.5,16.1,18.9,23.5,26.1,28.6,29.9,30.4,28.6,25,20.9,17.2,8.8,9.9,9.1,9.9,11.9,8.2,9.7,7.7,6.9,8.8,9,9.1
3443,55,1000000,24074,156534,369612,172564,266330,207394,241684,268658,179587,233905,45646,164921,10.78,12.57,16.78,22.49,25.27,27.53,29.36,29.34,26.83,23.66,18.28,15.38,8.01,10.1,14.76,20.32,23.01,24.48,25.21,24.67,23.41,19.83,16.18,13.67,13.5,16.1,18.9,23.5,26.1,28.6,29.9,30.4,28.6,25,20.9,17.2,8.8,9.9,9.1,9.9,11.9,8.2,9.7,7.7,6.9,8.8,9,9.1
3478,299,1000000,479256,261396,250270,228783,278351,336395,795955,881674,450355,32810,147566,253150,6.77,6.43,13.28,19.29,22.96,27.47,29.76,28.71,26.57,20.78,15.08,12.73,3.77,3.72,11.18,16.13,19.79,23.19,24.35,22.38,20.73,15.59,12.32,10.48,9,9.9,14.4,20.9,23.7,26.6,28.8,28.6,26.6,21.9,16.8,12.8,6.6,7.7,6.3,8,7.3,6.5,7.5,5.5,4.8,6,6.3,7.3
3478,299,1000000,484097,264036,252798,231094,281163,339792,803995,890579,454904,33141,149057,255707,6.77,6.43,13.28,19.29,22.96,27.47,29.76,28.71,26.57,20.78,15.08,12.73,3.77,3.72,11.18,16.13,19.79,23.19,24.35,22.38,20.73,15.59,12.32,10.48,9,9.9,14.4,20.9,23.7,26.6,28.8,28.6,26.6,21.9,16.8,12.8,6.6,7.7,6.3,8,7.3,6.5,7.5,5.5,4.8,6,6.3,7.3
3559,34,1000000,303,59,77,0,0,44,1599,1276,1179,857,0,213,15.25,15.92,19.23,25.42,27.77,29.09,30.47,30.98,28.8,26.44,21.9,19.05,10.15,12.89,16.48,22.08,24.11,24.96,25.41,25.15,24.42,22.08,18.63,15.67,18.7,21.1,21,25.5,28.8,30.6,30.9,31.7,29.7,27.2,23.9,20.2,9.2,10.8,9.4,11,13.8,10.2,12.5,9.3,7.8,8.3,9.3,11
3559,34,1000000,6069,1177,1543,0,0,884,31977,25527,23589,17140,0,4250,15.25,15.92,19.23,25.42,27.77,29.09,30.47,30.98,28.8,26.44,21.9,19.05,10.15,12.89,16.48,22.08,24.11,24.96,25.41,25.15,24.42,22.08,18.63,15.67,18.7,21.1,21,25.5,28.8,30.6,30.9,31.7,29.7,27.2,23.9,20.2,9.2,10.8,9.4,11,13.8,10.2,12.5,9.3,7.8,8.3,9.3,11
3776,1552,1000000,38064,166658,133826,31857,0,0,0,0,0,0,0,0,0.39,-2.92,7.08,12.86,19.35,22.68,23.45,22.36,20.05,13.04,10.42,9.28,-1.95,-5.05,3.59,9.08,15.01,18.9,19.95,18.38,16.48,9.93,7.17,7.47,3.5,2.4,7.6,12.6,19.7,23.4,23,24.2,22.1,15.4,10.9,9.5,8.7,8.8,8.6,8.2,5.8,6.6,5.5,4.4,5.1,6.4,7.1,7.1
3796,231,1000000,383931,395761,51817,0,25899,156624,113761,0,0,82206,108,102207,1.76,-1.27,7.73,14.12,20.65,24.03,24.97,24.04,21.8,13.72,10.28,10.32,-0.76,-3.84,4.05,10,16.55,20.32,21.44,19.87,18.18,10.81,8.46,8.45,3.9,2.7,10.2,15.8,20.8,26.5,27.6,26.5,23.7,17.2,15.4,12.4,6,6.9,6.2,7,5.5,5.7,4.5,4.2,5,6.1,4.8,5.2
3797,29,1000000,4564543,4113476,4117607,1531770,2758541,3644552,4154827,4054163,3297821,3808076,3443323,4423000,3.61,0.06,9.01,15.56,22.31,25.88,26.38,24.81,23.63,14.77,9.42,11.74,0.92,-2.54,5.09,11.27,17.42,21.49,22.4,20.78,19.82,12.13,9.84,10,4.5,3.3,7.9,15.2,21.5,28.5,29.3,30,27.6,17.8,13,10.8,6.8,8.1,7.2,7.7,6.6,6.8,5.6,5,5.8,6.4,5.4,6
3936,622,1000000,766263,818967,718481,468740,105601,0,0,0,0,0,0,0,-0.29,-3.81,6.74,12.7,19.25,22.42,23.01,21.83,19.89,12.94,10.21,8.99,-2.38,-5.68,3.41,8.98,14.9,18.69,19.78,18.14,16.41,9.91,6.94,7.29,2.3,1.8,6.3,11.7,19,22.7,21.7,23.9,22.2,15.2,10.6,8.7,6.5,6.9,6.8,6.8,4.5,5.4,4.3,3.3,3.7,4.9,5.8,5.6
3938,592,1000000,921316,845149,641008,525804,319489,0,0,0,0,0,0,0,-2.08,-5.97,4.54,12.25,19.16,22.13,22.72,21.46,20.34,12.84,9.48,7.82,-3.48,-7.22,2.21,8.95,15.51,19.05,19.92,18.22,16.71,9.95,6.5,6.29,1.8,1.4,4.9,11.3,18.5,22.9,23.2,25.3,23.3,16.6,11.7,8.4,6.1,6.7,6.3,6.4,4.1,5.1,3.7,3,3.2,4.9,5.3,5.3
3947,650,1000000,521232,575390,340289,287908,-4579,0,0,0,0,0,0,0,-3.65,-7.17,2.62,11.74,19.51,20.97,22.59,21.68,20.49,12.3,9.67,7.87,-4.88,-8.51,0.14,7.34,14.62,17.7,18.74,17.23,16.28,8.91,6.07,6.01,1.2,0.9,4,11,18.3,20.4,21.4,23,21.1,13.7,9.1,7.6,6.4,6.7,6.2,6.5,4.6,5.2,3.7,3.4,3.7,5.5,5.7,5.8
4005,641,1000000,63460,61433,70824,65346,67376,68875,76313,70756,65591,67059,71546,67717,-6.41,-11.63,2.2,10.42,16.61,20.92,22.47,21.62,20.6,11.52,6.02,1.19,-7.25,-12.04,-0.66,5.88,12.65,17.03,18.63,17.89,16.89,8.22,3.69,0.12,1.2,0.6,3,9.8,15.7,20.3,22.6,22,19.9,12.4,7.2,3.6,8.1,8.4,8.5,9.4,8.8,7,7.2,7.8,7.7,8.5,10,9.2
4042,583,1000000,0,44980,306168,91474,0,0,0,14205,56215,0,0,0,-5.93,-10.8,0.49,7.43,13.76,17.63,20.58,20.32,19.31,11.62,6.5,2.94,-6.78,-11.14,-1.32,4.46,10.89,14.85,17.27,17.38,16.22,8.82,4.29,1.85,2,1,4.4,10.6,16.7,20.4,20.7,19.9,19.4,13.9,8.8,5.7,10.2,10.6,9.7,10.2,9.8,7.9,7.8,8,8.2,10.9,11.1,10.9
4054,622,1000000,427409,498755,325680,291169,421253,498021,525545,590871,437645,549728,526507,399744,-6.57,-11.97,1.38,9.69,15.86,19.95,21.47,20.85,19.88,11.02,5.13,1.63,-7.26,-12.1,-1.03,5.62,12.7,16.93,18.32,17.68,16.53,8.08,3.18,0.85,1,0.6,3.8,11.7,18.3,22.9,25.5,25,22.8,14.1,8,3.9,8,8.5,8,9.1,8.4,6,5.2,6.3,6.1,8.1,9.2,9.1
4078,1182,1000000,32565,19596,30359,0,0,0,586,9226,0,0,0,0,-9.35,-13.95,-0.13,7.86,14.33,18.16,20.83,19.48,18.41,9.38,4.24,-0.24,-10,-14.2,-2.57,3.56,10.74,14.74,16.91,16.35,15.25,6.78,2.39,-0.98,0.6,0.3,2,9,16.1,21.1,23.6,21.9,20.3,12,6.1,1.7,8.3,8.3,8.7,9.5,8.6,6.5,7.3,7.7,6.6,8.1,9.1,8.8
4143,642,1000000,708417,668705,2827,676661,767396,729917,799344,818419,796116,617006,656009,660927,-6.3,-11.74,1.7,10.01,16.43,20.5,22.06,21.46,20.33,11.27,5.76,1.61,-7.14,-12.04,-0.96,5.71,12.7,16.94,18.44,17.77,16.75,8.19,3.57,0.52,1.3,0.5,2.2,10.5,16.9,22.3,24.5,24,21.8,13.5,7.3,3.5,7,7.3,7.2,8.4,7.7,5.8,5.6,6.4,6.1,7.3,8.3,8
4146,622,1000000,136388,191646,174966,204051,141690,89526,112805,114571,114215,15427,0,0,-6.58,-11.97,1.39,9.69,15.85,19.95,21.47,20.84,19.87,11.02,5.12,1.61,-7.26,-12.1,-1.02,5.62,12.7,16.93,18.33,17.68,16.53,8.08,3.18,0.85,1,0.6,3.9,11.7,18.1,22.9,25.4,24.8,22.6,13.8,8,3.9,8,8.6,8.1,9.2,8.4,6,5.3,6.4,6.2,8.1,9.3,9.2
4270,16,1000000,6320661,5675874,6321992,5939657,6225655,4781087,6260064,6229003,6000691,4283680,0,2781913,10.71,10.83,18.84,22.96,25.54,28.38,30.33,28.59,26.11,21.94,18.66,16.7,7.89,7.78,15.72,19.87,21.74,24.06,25.43,24.12,22.43,18.39,16.12,14.98,7.2,7.3,14.6,16.8,21.8,26.6,28.8,29.3,27.6,22.9,18.1,14.5,9.2,10.5,8.1,8.4,7.7,6.7,7.2,7.2,6.9,9.1,9.4,9.8
4271,676,1000000,779457,1056790,968728,846493,547508,753738,872756,825063,381155,726122,586098,727965,-7.86,-12.77,1.04,9.29,15.08,19.95,21.52,20.21,19.46,10.56,4.91,-0.21,-8.37,-13.05,-1.37,5.16,11.69,16.43,18.16,17.28,16.21,7.48,2.88,-0.9,0.8,0.4,2.6,9.7,16.3,21.8,24.3,23.9,21.7,14,6.8,2.4,9.6,9.9,9.9,10.8,10,7.7,7.8,8.3,8.1,9.7,10.9,10.1
6034,591,1000000,3051710,1959475,1580089,3201376,3877087,3159953,4046365,3017790,4059044,3391286,3365301,3523049,-5.99,-10.56,0.79,8.91,16.92,19.6,21.89,21.43,20.05,11.88,7.31,4.43,-7.08,-11.18,-1.63,5.48,13.04,16.24,17.84,17.45,16.27,8.74,4.84,3.18,0.6,0.2,1.7,4.5,9.3,15.1,19.8,22.2,21.2,14,9.3,6.9,9.3,8.7,8.9,8.9,7.9,7.5,6.3,6.9,6.4,9.3,9.1,8.9
6055,38,1000000,1170707,1039126,1852118,422552,62218,1832448,1598399,1334523,1327858,1385402,1008917,1323583,7.99,8.37,16.26,20.79,23.88,26.99,28.56,28.38,26.13,21.28,17.16,15.31,5.34,5.37,13.63,18.06,20.62,23.31,24.65,23.06,21.36,16.61,14.58,13.08,8.6,10.1,15.3,20,24.1,28.5,30,30.4,27.9,23.8,19.8,15.2,6.9,7.6,7,6.7,6.2,5.4,5.3,4.9,4.4,6.4,6.7,7.2
6064,753,1000000,759819,614320,391159,613941,740054,758818,859686,834136,467921,489257,373515,433746,0.47,-2.85,9.02,14.58,18.4,24.66,26.09,24.55,23.36,15.28,9.73,5.27,-2.22,-4.76,4.81,10.47,15.09,20.84,22.53,20.49,18.88,11.08,6.8,3.28,2.6,2.1,8.2,14.5,18.3,23.7,27,25.6,23.5,16.3,10.6,5,8.6,9.4,8.7,9.5,9.2,8.5,7.7,7.1,8.7,7.7,10.5,9.8
6065,788,1000000,2333257,2010487,0,0,1377427,2064404,2024576,1908734,2206659,1646210,1148728,1620249,-0.51,-3.9,10.95,13.94,17.93,24.19,25.58,23.76,22.78,14.68,9.12,4.39,-2.87,-5.46,4.2,10.1,14.91,20.7,22.41,20.23,18.74,10.7,6.44,2.57,2.1,1.9,7.3,14.4,18.2,23.1,26.2,25.7,23.6,16.1,9.9,4.6,8.9,9.6,9,9.9,9.7,8.7,7.6,7,8.9,8,10.9,10.1
6089,1891,1000000,200483,180948,195165,192328,29724,211671,231966,222755,18079,0,62433,202241,-7.27,-8.65,3.74,7.23,11.38,19.27,22.28,21.29,16.35,9.2,-0.36,-5.18,-8.01,-9.38,0.54,3.21,7.4,14.37,16.07,14.66,11.06,5.68,-2.72,-6.12,0.8,0.7,2.2,9.5,14.1,20.2,21.4,20.8,17.4,10.3,3.5,0.8,10,9.3,9.9,10.7,9.7,8.2,9,7.6,8.7,9.4,8.8,7.6
6096,924,1000000,2160951,1952966,2010576,1943622,1648772,1753635,1991159,2125225,2029235,2087148,1833887,2046961,-1.98,-5.64,6.73,12.62,16.72,23.15,24.93,22.91,22.2,14.02,7.75,1.7,-4.1,-6.92,2.63,8.72,13.56,19.51,21.45,19.52,18.21,9.9,4.94,0.47,1.8,1.2,7.3,13.1,17.6,23.6,26.1,25,22.8,15.6,9,4.2,9.8,9.9,9.4,10.7,10.5,8.3,7.5,7.9,9.8,8.4,11.2,10.5
6124,58,1000000,0,0,165072,247589,197439,66021,146231,67847,0,0,11318,111563,9.41,8.07,16.24,20.8,23.25,27.63,28.65,27.58,25.09,19.8,17.52,17.71,6.24,4.83,12.82,16.85,19,22.79,23.8,23.45,21.71,16.69,14.64,14.7,10.6,10.2,13,20,22.8,27.2,28.3,27.6,25.7,21,19.9,11,7.1,8.1,7.3,7.4,6.8,6.2,6.3,5.8,6.4,6.8,6.6,6.5
6152,693,1000000,11359039,10318038,8465187,6870242,8248671,10850382,9883515,9703982,9604939,11078729,7090700,6538615,4.15,2.23,12.39,17.16,21.98,26.21,27.28,25.59,23.13,17.02,13.38,12.25,1.68,-0.63,8.96,13.49,17.49,21.42,22.91,21.06,19.08,13.7,10.49,10.34,7.2,5.5,9.6,15.8,21.2,27,25.6,25.1,22,17.2,15.9,12.7,5.7,7.3,6,5.7,4.5,4.3,4.7,4.5,3.4,4.4,4.6,4.6
6155,409,1000000,3606144,2972206,1616402,3002715,3394380,3863255,3947597,3347072,3593256,3002752,3037246,2475038,0.33,-3.03,7.28,15.1,20.21,24.87,26.47,24.43,22.7,15.29,10.26,7.44,-1.66,-4.69,4.43,11.07,16.12,21.01,22.4,20.23,18.21,11.19,7.33,5.51,2.4,2.8,7,15,20.1,23.9,26.1,26.7,24.5,18.3,11.7,6.7,7.5,8.8,6.8,7.9,7.3,6.1,5.5,4.7,4.9,6.9,7.4,8.2
6168,249,1000000,9539922,8388585,6116049,8876947,9618081,9188637,9432220,9447659,9193057,9648876,9377968,9698908,1.29,-1.65,7.17,14.02,21,24.1,25.15,24.27,22.14,13.74,9.99,10.34,-1.14,-4.17,3.49,9.81,16.67,20.29,21.45,19.93,18.36,10.8,8.45,8.42,3.8,2.5,6.8,14.2,20.9,26.7,28.8,28.3,26.5,19.8,16,12.8,6.6,7.7,6.9,7.6,6,6.1,4.8,4.7,5.1,6.2,5.4,5.6
6288,1275,1000000,151136,132388,149683,51232,147625,157934,144763,148432,250010,250798,248626,343225,-7.45,-4.71,-1.3,4.82,10.89,15.24,16.13,14.68,8.18,5.14,-4.21,-5.81,-8.29,-6.18,-3.59,1.6,7.18,10.81,12.37,10.92,6.22,3.55,-5.45,-7.46,0,0,0,0.5,7.7,13.3,12.5,10.9,5.4,1.5,0,0,5.5,5.3,5.6,6.6,6,5.4,5.2,5,4.9,5.4,6.1,5.3
6705,393,1000000,2636411,2875695,2582724,2681096,2350782,2869249,2957148,3118177,2628616,3064989,2907575,2952763,0.77,-2.78,7.4,15.21,20.33,24.75,26.28,23.95,22.59,15.65,10.84,9.12,-1.09,-4.43,4.69,11.37,16.48,20.81,22.55,20.02,18.02,11.84,8.13,7.15,3.6,2.9,5.9,13.6,19.4,25,25,27.7,25.8,21.1,14.8,10.4,7.5,9,7.4,8.1,7.5,6.9,5.9,4.6,5,6.9,6.7,8.2
